id,name,text
distract_the_masses,,
distributed_tracing,分布式追踪,"作为打出本事务的额外费用，花费[click]。
只有潜袭者在其上回合窃取过议案时，才能打出。
给予潜袭者1枚锁定标记。"
district_99,,
diversified_portfolio,多元化投资,每有一台其内已安装卡牌的远程服务器，获得1[credit]。
diversion_of_funds,,
divert_power,,
divested_trust,撤销信托,每当潜袭者窃取另一个议案时，你可以废除本议案，以获得5[credit]并将被窃取的议案加入总部。
divide_and_conquer,,
diviner,卜卦者,[subroutine] 造成1点网域伤害。如果你以此法销毁了一张印刷打出费用或安装费用为奇数的卡牌，终止本次潜袭。<em>（0不是奇数。）</em>
diwan,迪旺,"当迪旺被安装时，选择一台服务器。作为安装一张卡牌到该服务器内或保护该服务器的额外费用，公司必须支付1[credit]。
如果公司清除病毒指示物，销毁迪旺。"
dj_fenris,,
djinn,巨灵,"巨灵能被附载最多3[mu]的非<strong>破解器</strong>程序。
所附载的程序的内存费用不计算在你的内存上限中。
[click], 1[credit]: 在你的存储栈搜寻一个<strong>病毒</strong>程序，将其展示，并加入你的操控器。将你的存储栈重洗。"
djupstad_grid,久普斯塔德网阵,"每当你将本服务器根目录中的议案计分时，造成1点核心伤害。
每台服务器限制1个<strong>区域</strong>。"
dna_tracker,DNA追迹者,"[subroutine] 造成1点网域伤害。潜袭者失去2[credit]。
[subroutine] 造成1点网域伤害。潜袭者失去2[credit]。
[subroutine] 造成1点网域伤害。潜袭者失去2[credit]。"
docklands_crackdown,镇压码头区,"[click], [click]: 放置1枚能量指示物到镇压码头区上。
镇压码头区上每有1枚能量指示物，潜袭者每回合安装的第一张卡牌的安装费用+1。"
docklands_pass,码头区通行证,每回合你第一次侵入总部时，额外读取1张卡牌。
domestic_sleepers,家政型潜伏特工,"[click], [click], [click]: 放置1枚议案指示物到家政型潜伏特工上。
当家政型潜伏特工具有至少1枚议案指示物时，其价值1点议案分数。"
donut_taganes,多奈特·泰格尼斯,事务和事件的打出费用+1。
door_to_door,挨门逐户,"本卡牌打出后不会被销毁，直到另一个<strong>局势</strong>被打出或一个议案被窃取。
当潜袭者的回合开始时，<trace>追踪 1</trace> 如果成功，并且潜袭者被锁定，造成1点肢体伤害；否则，给予潜袭者1枚锁定标记。"
doppelganger,,
dorm_computer,寝室电脑,"当你安装寝室电脑时，放置4枚能量指示物到本卡牌上。
[click], <strong>所附载的能量指示物</strong>: 进行一次潜袭。本次潜袭的剩余时间内避免所有的锁定标记。"
dr_lovegood,好善博士,当你的回合开始时，选择一张你已安装的卡牌。本回合的剩余时间内该卡牌的规则文字成为空白。
dr_nuka_vrolyck,努卡·弗罗丽克博士,"当你安装本资源时，填装2枚能量指示物到本资源上。当其清空时，销毁之。
[click]，<strong>所附载的能量指示物:</strong> 抽3张卡牌。"
dr_vientiane_keeling,万象·基林博士,"当你激活本资产时及你的回合开始时，放置1枚能量指示物到本资产上。
每有1枚所附载的能量指示物，潜袭者的手牌上限-1。"
draco,天龙座,"当你激活天龙座时，你可以支付X[credit]，以放置X枚能量指示物到本卡牌上。
天龙座上每有1枚能量指示物，其强度+1。
[subroutine] <trace>追踪 2</trace> 如果成功，给予潜袭者1枚锁定标记并终止本次潜袭。"
drafter,制图师,"[subroutine] 你可以将1张卡牌从档案库加入总部。
[subroutine] 你可以从档案库或总部安装1张卡牌，忽略所有的费用。"
drago_ivanov,德拉戈·伊万诺夫,"你可以推进本资产。
<strong>2枚所附载的推进指示物:</strong> 给予潜袭者1枚锁定标记。本能力仅能在你的回合中使用。"
dreamnet,梦网,每回合你第一次进行一次成功的潜袭时，抽1张卡牌。如果你的特性是<strong>数字体</strong>或你有至少2[link]，额外获得1[credit]。
drive_by,驾车扫荡,"作为打出本事件的额外费用，花费[click]。
揭示一张安装在远程服务器内的卡牌。如果该卡牌是一个资产或升级，销毁该卡牌，无须费用。"
drone_screen,无人机画面,如果潜袭者被锁定，无人机画面获得“每当潜袭者对本服务器发起一次潜袭时，<trace>追踪 3</trace> 如果成功，造成1点肢体伤害（不能被防止）。”
drudge_work,,
drug_dealer,毒贩,"当你的回合开始时，失去1[credit]。
当公司的回合开始时，补一张卡牌。"
duggars,道阁酒吧,"[click], [click], [click], [click]: 补十张卡牌。"
dummy_box,,
dyson_fractal_generator,戴森碎片激生器,"1[recurring-credit]
本信用点用于支付使用<strong>分解模块</strong>。"
dyson_mem_chip,,
dzmz_optimizer,DZMZ优化器,"+1[mu]
每回合你安装的第一个程序的安装费用减1[credit]。"
e3_feedback_implants,,
early_bird,先拔头筹,"仅能在你的第一个[click]打出。
进行一次潜袭并获得[click]。"
early_premiere,提前首映,当你的回合开始时，你可以支付1[credit]。如果你如此做，放置1枚推进标记到一台服务器内一张能被推进的卡牌上。
earth_station_sea_headquarters,地球站: 空梯管理局总部,"限制1台远程服务器。
作为潜袭总部的额外费用，潜袭者必须支付1[credit]。
[click]<strong>:</strong> 将本特性翻面。
<strong>翻面</strong> 地球站: 升入空轨 
限制1台远程服务器。
作为潜袭远程服务器的额外费用，潜袭者必须支付6[credit]。
当潜袭者对总部进行一次成功的潜袭时，将本特性翻面。"
earthrise_hotel,地出酒店,"当你安装本资源时，填装3枚能量指示物到本资源上。当其清空时，销毁之。
当你的回合开始时，移除1枚所附载的能量指示物并抽2张卡牌。"
easy_mark,,
eater,食客,"1[credit]: 破解防火墙子进程。本次潜袭的剩余时间内你读取的卡牌不能多于0张。
1[credit]: 强度+1。"
eavesdrop,,
echelon,梯队,"每有1个已安装的<strong>破解器</strong><em>（包括本程序在内）</em>，本程序的强度+1。
对接 → <strong>1[credit]:</strong> 破解1条<strong>警报</strong>子进程。
<strong>3[credit]:</strong> 强度+2。"
echo,回声,"每当你激活一层<strong>和声</strong>防火墙时，放置1枚能量指示物到本防火墙上。
每有1枚所附载的能量指示物，本防火墙获得“[subroutine] 终止本次潜袭。”"
echo_chamber,,
economic_warfare,,
eden_fragment,伊甸园裂片,"忽略每回合你安装的第一层防火墙的安装费用。
每套牌组限制1张。"
eden_shard,伊甸园碎片,"每当你对研发中心进行一次成功的潜袭时，你可以从你的操控器安装伊甸园碎片，忽略所有的费用，代替读取卡牌。
[trash]: 公司补两张卡牌。
每套牌组限制1张。"
edge_of_world,世界边缘,当潜袭者读取世界边缘时，如果其已安装并且你支付3[credit]，每有一层保护本服务器的防火墙，造成1点脑部伤害。
edward_kim_humanitys_hammer,爱德华·金: 人性之锤,销毁你每回合读取的第一个事务，无须费用。
efficiency_committee,效率委员会,"当你用效率委员会计分时，放置3枚议案指示物到本卡牌上。
[click], <strong>所附载的议案指示物</strong>: 获得[click][click]。本回合的剩余时间内你不能推进卡牌。"
egret,白鹭,"仅能安装在一层已激活的防火墙上。
被附载的防火墙获得<strong>屏障</strong>、<strong>门禁</strong>与<strong>警报</strong>。"
ekomind,反射脑,"你的内存上限等于你操控器中卡牌的数量。
每位玩家限制1个<strong>控制台</strong>。"
ele_smoke_scovak_cynosure_of_the_net,艾丽·“浓烟”·斯科娃: 网界明星,"1[recurring-credit]
本信用点用于支付使用<strong>破解器</strong>。"
election_day,选举日,销毁总部中的所有卡牌（至少一张）。补五张卡牌。
elective_upgrade,,
eli_1_0,伊莱1.0,"<strong>失去[click]:</strong> 破解1条本防火墙上的子进程。只有潜袭者可以使用本能力。
[subroutine] 终止本次潜袭。
[subroutine] 终止本次潜袭。"
eli_2_0,,
elivagar_bifurcation,埃利伐加尔分岔,当你将本议案计分时，你可以关闭1张已安装的卡牌。
elizabeth_mills,,
elizas_toybox,伊莱莎的寻欢所,"[click], [click], [click]: 激活一张卡牌，忽略所有的费用。"
embezzle,,
embolus,栓塞,"当你的回合开始时，你可以支付1[credit]以放置1枚能量指示物到本升级上。
每当潜袭者进行一次成功的潜袭时，从本升级上移除1枚能量指示物。
<strong>所附载的能量指示物:</strong> 终止本次潜袭。本能力仅能在对本服务器的潜袭中使用。"
emergency_shutdown,紧急关机,"只有你本回合已对总部进行过成功的潜袭时，才能打出。
关闭1层已安装的防火墙。"
emergent_creativity,,
eminent_domain,土地征用权,"[click]，<strong>1[credit]</strong>，<strong>从总部展示并销毁本议案:</strong> 从总部安装并激活1张卡牌，总费用减5[credit]。
当你将本议案计分时，你可以在研发中心搜寻1张卡牌并展示之。<em>（在搜寻研发中心后将其洗混。）</em>安装并激活该卡牌，忽略所有的费用。"
emp_device,电磁脉冲装置,[trash]: 本次潜袭的剩余时间内公司不能激活多于一层防火墙。仅能在一次潜袭中使用本能力。
employee_strike,雇员罢工,"本卡牌打出后不会被销毁，直到另一个<strong>局势</strong>被打出或一个议案被计分。
公司的特性规则文字成为空白。"
emptied_mind,空无心智,当你的回合开始时，如果你的操控器中没有卡牌，获得[click]。
en_passant,吃过路兵,"只有你本回合已进行过成功的潜袭时，才能打出。
销毁1层你在上一次潜袭中通过的未激活的防火墙。"
encore,返场加演,"如果你本回合已对研发中心、总部和档案库均进行过成功的潜袭，才能打出。
在本回合后进行一个额外的回合。将返场加演移出游戏，代替销毁它。"
encrypted_portals,加密门户,"所有<strong>门禁</strong>防火墙的强度+1。
当你用加密门户计分时，每有一个已激活的<strong>门禁</strong>，获得1[credit]。"
encryption_protocol,加密协议,所有已安装卡牌的销毁费用+1。
end_of_the_line,穷途末路,"作为打出本事务的额外费用，移除1枚锁定标记。
造成4点肢体伤害。"
endless_eula,,
endless_hunger,无尽饥欲,<strong>销毁一张已安装的卡牌</strong>: 破解“[subroutine] 终止本次潜袭”子进程。
endurance,坚忍号,"+2[mu]
当你安装本硬件时，放置3枚能量指示物到本硬件上。
每回合你第一次进行成功的潜袭时，放置1枚能量指示物到本硬件上。
<strong>2枚所附载的能量指示物:</strong> 破解最多2条子进程。
每位玩家限制1个<strong>控制台</strong>。"
enforced_curfew,厉行宵禁,"本卡牌打出后不会被销毁，直到另一个<strong>局势</strong>被打出或一个议案被窃取。
潜袭者的手牌上限减1。"
enforcer_1_0,执法者1.0,"作为激活执法者1.0的额外费用，公司必须废除一个议案。
潜袭者能花费[click]，以破解执法者1.0上的任一子进程。
[subroutine] 销毁一个程序。
[subroutine] 造成1点脑部伤害。
[subroutine] 销毁一个<strong>控制台</strong>。
[subroutine] 销毁所有<strong>虚拟</strong>资源。"
enforcing_loyalty,厉行忠诚,"作为打出本事务的额外费用，花费[click]。
<trace>追踪 3</trace> 如果成功，销毁一张已安装的，并且和潜袭者特性的派系不同的卡牌。"
engolo,,
engram_flush,记忆冲净,"当潜袭者遭遇本防火墙时，你选择一种卡牌类型。本次遭遇的剩余时间内，每当你以本防火墙上的子进程展示操控器时，你可以销毁1张具有所选择类型的被展示卡牌。
[subroutine] 展示操控器。
[subroutine] 展示操控器。"
enhanced_login_protocol,强化版登录协议,"本卡牌打出后不会被销毁，直到另一个<strong>局势</strong>被打出或一个议案被窃取。
作为在他/她的回合第一次未通过卡牌能力进行潜袭的额外费用，潜袭者必须花费[click]。"
enhanced_vision,强化视觉,每回合你第一次进行成功的潜袭时，公司从总部随机展示一张卡牌。
enigma,谜团,"[subroutine] 潜袭者失去[click]。
[subroutine] 终止本次潜袭。"
envelope,,
envelopment,包围,"当你激活本防火墙时，放置4枚能量指示物到本防火墙上。
当你的回合开始时，移除1枚所附载的能量指示物。
每有1枚所附载的能量指示物，本防火墙在其印刷子进程前获得“[subroutine] 终止本次潜袭。”
[subroutine] 销毁本防火墙。"
environmental_testing,环境测试,"每当你安装一个程序或硬件时，放置1枚能量指示物到本资源上。
当所附载的能量指示物有4枚或更多时，销毁本资源并获得9[credit]。"
epiphany_analytica_nations_undivided,超觉分析: 消除国界,"每回合第一次潜袭者窃取或销毁一张公司卡牌时，放置1枚能量指示物到本特性上。
[click]，<strong>所附载的能量指示物:</strong> 查看研发中心顶端的3张卡牌。你可以安装其中1张卡牌。"
equivocation,模糊措辞,每当你对研发中心进行一次成功的潜袭时，你可以展示研发中心顶端的一张卡牌。如果你如此做，你可以迫使公司补该卡牌。
errand_boy,役童,"[subroutine] 公司获得1[credit]或补一张卡牌。
[subroutine] 公司获得1[credit]或补一张卡牌。
[subroutine] 公司获得1[credit]或补一张卡牌。"
eru_ayase_pessoa,爱瑠·绫濑·佩索阿,"[click]，<strong>拿取1枚锁定标记:</strong> 潜袭档案库。如果成功，侵入研发中心，代替侵入档案库。本能力每回合仅限使用一次。
威胁3 → 每当你在对档案库的潜袭中侵入研发中心时，额外读取1张卡牌。<em>（本能力在任一玩家有3点或更多议案分数时生效。）</em>"
esa_afontov_eco_insurrectionist,艾萨·阿方托夫: 生态起义者,每回合你第一次受到核心伤害时，你可以抽1张卡牌并破坏2。<em>（公司选择从总部和/或研发中心顶端销毁2张卡牌。）</em>
escalate_vitriol,,
escher,埃舍尔,对总部进行一次潜袭。如果成功，重新排列保护所有服务器的任意数量的防火墙（不能激活或关闭防火墙），代替读取卡牌。重新排列后，保护每台服务器的防火墙数量必须与之前的相同。
estelle_moon,艾斯黛拉·文,"每当你安装一张卡牌到一台服务器内时，放置1枚能量指示物到艾斯黛拉·文上。
[trash]: 艾斯黛拉·文上每有1枚能量指示物，补一张卡牌并获得2[credit]。"
euler,欧拉,"对接 → <strong>0[credit]:</strong> 破解1条<strong>门禁</strong>子进程。本能力仅能在安装本程序的回合使用。
对接 → <strong>2[credit]:</strong> 破解最多2条<strong>门禁</strong>子进程。
<strong>1[credit]:</strong> 强度+1。"
eureka,有了！,"作为打出本事件的额外费用，花费[click]。
展示你存储栈顶端的一张卡牌。如可能，你可以安装该卡牌，其安装费用减10[credit]；否则，销毁它。"
eve_campaign,伊芙营销计划,"当伊芙营销计划被激活时，从银行中放置16[credit]到本卡牌上。当伊芙营销计划上没有信用点时，销毁本卡牌。
当你的回合开始时，从伊芙营销计划上拿取2[credit]。"
evidence_collection,,
evidence_collection_2,,
evidence_collection_3,,
evidence_collection_4,,
excalibur,,
exchange_of_information,交换信息,"如果潜袭者被锁定，才能打出。
将你分数区中的一个议案与潜袭者分数区中的一个议案互换。"
exclusive_party,高档宴会,"补一张卡牌。你的堆阵中每有一张高档宴会，获得1[credit]。
每套牌组限制6张。"
executive_boot_camp,,
executive_functioning,,
executive_retreat,高级行政会所,"当你用高级行政会所计分时，放置1枚议案指示物到本卡牌上，并将总部洗入研发中心。
[click], <strong>所附载的议案指示物</strong>: 补五张卡牌。"
executive_search_firm,猎头公司,"如果你的牌组中有6张或更多的非<strong>联盟</strong>[weyland-consortium]卡牌，本卡牌影响力为0。
[click]: 在研发中心搜寻一个<strong>主管</strong>，<strong>管理员</strong>或<strong>人物</strong>，将其展示，并加入总部。将研发中心重洗。"
executive_wiretaps,高管窃听器,"作为打出本事件的额外费用，花费[click]。
展示总部中的所有卡牌。"
exer,,
exile_streethawk,流亡者: 街头猎鹰,每当你从你的堆阵安装一个程序时，补一张卡牌。
experiential_data,实验性数据,保护本服务器的所有防火墙的强度+1。
expert_schedule_analyzer,专业计划分析者,[click]: 对总部进行一次潜袭。如果成功，你可以展示总部中的所有卡牌，代替读取卡牌。
explode_a_palooza,,
exploit,利用,"如果你本回合已对研发中心、总部和档案库均进行过成功的潜袭，才能打出。
关闭最多三层防火墙。"
exploratory_romp,探险嬉戏,进行一次潜袭。如果成功，从被攻击服务器内或保护被攻击服务器的一张卡牌上移除最多3枚推进标记，代替读取卡牌。
expo_grid,世博园网阵,"当你的回合开始时，如果有一个已激活的资产安装在本服务器内，获得1[credit]。
每台服务器限制1个<strong>区域</strong>。"
expose,揭露报道,"揭露报道能被推进。
[trash]: 揭露报道上每有1枚推进标记，移除1枚负面声誉标记。"
express_delivery,特快专递,查看你存储栈顶端的四张卡牌，并将其中一张卡牌加入你的操控器。将你的存储栈重洗。
extract,开采,获得6[credit]。你可以销毁1张你已安装的卡牌，以获得3[credit]。
eye_for_an_eye,以眼还眼,"只有你未被锁定时，才能打出。
潜袭总部。如果成功，拿取1枚锁定标记，且当你侵入总部时，额外读取1张卡牌。
读取 → <strong>从你的操控器销毁1张卡牌:</strong> 销毁你正在读取的卡牌。"
f2p,免付费内容,"<strong>2[credit]:</strong> 破解1条本防火墙上的子进程。只有未被锁定的潜袭者可以使用本能力。
[subroutine] 将1张已安装的潜袭者卡牌加入操控器。
[subroutine] 给予潜袭者1枚锁定标记。"
faerie,,
fairchild,仙童,"[subroutine] 终止本次潜袭，除非潜袭者支付4[credit]。
[subroutine] 终止本次潜袭，除非潜袭者支付4[credit]。
[subroutine] 终止本次潜袭，除非潜袭者销毁一张他/她已安装的卡牌。
[subroutine] 终止本次潜袭，除非潜袭者承受1点脑部伤害。"
fairchild_1_0,仙童1.0,"潜袭者能花费[click]，以破解仙童1.0上的任一子进程。
[subroutine] 潜袭者必须支付1[credit]或销毁一张他/她已安装的卡牌。
[subroutine] 潜袭者必须支付1[credit]或销毁一张他/她已安装的卡牌。"
fairchild_2_0,仙童2.0,"潜袭者能花费[click][click]，以破解仙童2.0上最多2个子进程。
[subroutine] 潜袭者必须支付2[credit]或销毁一张他/她已安装的卡牌。
[subroutine] 潜袭者必须支付2[credit]或销毁一张他/她已安装的卡牌。
[subroutine] 造成1点脑部伤害。"
fairchild_3_0,仙童3.0,"潜袭者能花费[click][click][click]，以破解仙童3.0上最多3个子进程。
[subroutine] 潜袭者必须支付3[credit]或销毁一张他/她已安装的卡牌。
[subroutine] 潜袭者必须支付3[credit]或销毁一张他/她已安装的卡牌。
[subroutine] 造成1点脑部伤害或终止本次潜袭。"
fall_guy,,
false_echo,虚假回声,每当你通过一层未激活的防火墙时，你可以销毁虚假回声。如果你如此做，公司必须激活该防火墙或将其加入总部。
false_flag,,
false_lead,误导,<strong>废除本议案:</strong> 如果潜袭者有2个或更多剩余的[click]，其失去[click][click]。
falsified_credentials,,
fan_site,粉丝网站,每当公司用一个议案计分时，将粉丝网站加入你的分数区，作为一个价值0点议案分数的议案。
fast_break,,
fast_track,快速流程,在研发中心搜寻一个议案，将其展示，并加入总部。将研发中心重洗。
faust,浮士德,"<strong>从你的操控器销毁一张卡牌</strong>: 破解防火墙子进程。
<strong>从你的操控器销毁一张卡牌</strong>: 强度+2。"
fawkes,福克斯,"1[credit]: 破解<strong>警报</strong>子进程。
X[credit]: 本次潜袭的剩余时间内强度+X。仅能花费<strong>隐匿</strong>卡牌上的至少1信用点来使用本能力。"
fear_the_masses,群众可畏,"对总部进行一次潜袭。如果成功，迫使公司销毁研发中心顶端的一张卡牌，代替读取卡牌。你可以从你的操控器展示X张群众可畏，以迫使公司额外销毁X张卡牌。
每套牌组限制6张。"
federal_fundraising,联邦筹资宴,当你的回合开始时，你可以查看研发中心顶端的3张卡牌，并按任意顺序排列它们。然后，如果如果没有防火墙保护本服务器，你可以抽1张卡牌。
feedback_filter,反馈式过滤器,"3[credit]: 防止1点网域伤害。
[trash]: 防止最多2点脑部伤害。"
feint,佯攻,对总部进行一次潜袭。在本次潜袭中略过前两层遭遇的防火墙。如果本次潜袭成功，你不能读取任何卡牌。
femme_fatale,蛇蝎美人,"对接 → <strong>1[credit]:</strong> 破解1条<strong>警报</strong>子进程。
<strong>2[credit]:</strong> 强度+1。
当你安装本程序时，选择1层已安装的防火墙。
每当你遭遇所选择的防火墙时，你可以支付与该防火墙上子进程数量相等的[credit]。如果你如此做，略过该防火墙。"
fencer_fueno,剑术师弗恩诺,"当你的回合开始及你窃取一个议案时，放置1[credit]到本资源上。
每当你进行一次成功的潜袭时，你可以在本次潜袭的剩余时间内花费所附载的信用点。
当你的回合结束时，如果所附载的信用点有3个或更多，你必须支付1[credit]或者销毁本资源。"
fenris,芬里斯,"当你激活芬里斯时，拿取1枚负面声誉标记。
[subroutine] 造成1点脑部伤害。
[subroutine] 终止本次潜袭。"
fermenter,发酵罐,"当你安装本程序时及你的回合开始时，放置1枚病毒指示物到本程序上。
[click]，[trash]<strong>:</strong> 每有1枚所附载的病毒指示物，获得2[credit]。"
fester,脓疮,每当公司清除病毒指示物时，如可能，他/她失去2[credit]。
fetal_ai,,
film_critic,影评家,"影评家能被附载一个议案。
每当你读取一个议案时，你可以将该议案附载到影评家上（该议案不再视为被读取并且被卸载）。
[click], [click]: 将附载在影评家上的一个议案加入你的分数区。"
finality,终局,"作为打出本事件的额外费用，受到1点核心伤害。
潜袭研发中心。如果成功，当你侵入研发中心时，额外读取3张卡牌。"
financial_collapse,金融崩溃,"如果潜袭者具有至少6[credit]，才能打出。
每有一个已安装的资源，潜袭者失去2[credit]。潜袭者能销毁一个资源以防止本效果。"
find_the_truth,找出真相,"每当你补牌时，展示所补的卡牌。
每回合你第一次进行成功的潜袭时，你可以查看研发中心顶端的一张卡牌。"
fire_wall,火墙,"火墙能被推进，并且其上每有1枚推进标记，其强度+1。
[subroutine] 终止本次潜袭。"
firmware_updates,固件更新,"当你用固件更新计分时，放置3枚议案指示物到本卡牌上。
<strong>所附载的议案指示物</strong>: 放置1枚推进标记到一层能被推进的防火墙上。每回合仅能使用一次本能力。"
first_responders,先遣急救员,2[credit]: 补一张卡牌。如果你本回合已受到过公司卡牌能力造成的伤害，才能使用本能力。
fisk_investment_seminar,费斯克投资研讨会,"仅能在你的第一个[click]打出。
每位玩家补三张卡牌。"
flame_out,,
flare,,
flashbang,,
flip_switch,翻转开关,"本硬件仅能在你的回合内使用。
[trash]<strong>:</strong> 退出潜袭。
[trash]<strong>:</strong> 移除1枚锁定标记。
[interrupt] → [trash]<strong>:</strong> 将一次追踪的基础追踪强度降低至0。"
flower_sermon,花道,"当你将本议案计分时，放置5枚议案指示物到本议案上。
<strong>所附载的议案指示物:</strong> 展示研发中心顶端的卡牌。抽2张卡牌。将1张卡牌从总部加入到研发中心顶端。本能力每回合仅限使用一次。"
flux_capacitor,通量电容器,"仅能安装在一层防火墙上。
每次在对被附载的防火墙的遭遇期间，你第一次破解一条子进程时，你可以对1张你已安装的卡牌充能。<em>（在一张已经有能量指示物的卡牌上再放置1枚。）</em>"
fly_on_the_wall,,
focus_group,焦点小组,"只有潜袭者在其上回合进行过成功的潜袭时，才能打出。
选择一种卡牌类型，然后展示操控器。选择一个等于或少于被展示卡牌中所选卡牌类型卡牌数量的数值X。你可以支付X[credit]，以放置X枚推进指示物到1张已安装卡牌上。"
force_of_nature,,
forced_connection,,
forged_activation_orders,伪造激活指令,选择1层未激活的防火墙。公司可以激活该防火墙。如果其未如此做，则其销毁该防火墙。
forger,伪造者,"+1[link]
[trash]: 避免或移除1枚锁定标记。
每位玩家限制1个<strong>控制台</strong>。"
forked,叉穿,进行一次潜袭。本次潜袭中你第一次破解一个<strong>警报</strong>上的所有子进程时，销毁该<strong>警报</strong>。
formicary,,
foxfire,狐火,<trace>追踪 7</trace> 如果成功，销毁一个<strong>虚拟</strong>资源或一个<strong>中转器</strong>。
fractal_threat_matrix,,
frame_job,诬陷,"作为打出本事件的额外费用，花费[click]。
废除一个议案。如果你如此做，给予公司1枚负面声誉标记。"
franchise_city,特许商城,当潜袭者读取一个议案时，将特许商城加入你的分数区，作为一个价值1点议案分数的议案。
frantic_coding,狂乱编码,查看你存储栈顶端的十张卡牌。如果这些卡牌中有任何程序，你可以安装其中一张，其安装费用减5。销毁这些卡牌中余下的卡牌。
free_lunch,,
freedom_khumalo_crypto_anarchist,,
freedom_of_information,信息自由,潜袭者每有1枚锁定标记，本议案的推进需求-1。
freedom_through_equality,“平等是自由之路”,"本卡牌打出后不会被销毁，直到另一个<strong>局势</strong>被打出或一个议案被计分。
当你窃取一个议案时，将“平等是自由之路”加入你的分数区，作为一个价值1点议案分数的议案。"
freelance_coding_contract,自由人编码合约,从你的操控器销毁最多五个程序。每销毁一个程序，获得2[credit]。
freelancer,自由职业者,"如果潜袭者被锁定，才能打出。
销毁最多两个资源。"
friday_chip,,
friend_of_a_friend,朋友的朋友,"[click]，[trash]<strong>:</strong> 获得5[credit]并移除1枚锁定标记。
[click]，[trash]<strong>:</strong> 获得9[credit]并拿取1枚锁定标记。只有你未被锁定时，才能使用本能力。"
friends_in_high_places,高处的朋友,"在你结算本事务后，结束你的行动阶段。
从档案库安装最多两张卡牌（支付所有的安装费用）。"
fringe_applications_tomorrow_today,边缘应用: 明日今天,"轮抽赛制限定。
如果你具有已激活的[weyland-consortium]卡牌多于其它任何派系，则当潜袭者的回合开始时，放置1枚推进标记到一层防火墙上。"
front_company,门面公司,"仅能在你的回合中激活。
每回合的第一次潜袭不能对远程服务器进行。
每回合第一次对档案库的潜袭开始时，如果没有防火墙保护本服务器，造成2点网域伤害。"
fujii_asset_retrieval,藤井资产回收,当本议案被计分或窃取时，造成2点网域伤害。
full_immersion_recstudio,全浸影音工作室,"全浸影音工作室能被附载最多两个资产和/或议案。
全浸影音工作室上每有一张所附载的卡牌，其销毁费用+3。"
fully_operational,满载运行,获得2[credit]或抽2张卡牌。你每有一台根目录中有卡牌且有防火墙保护的远程服务器，便重复一次该进程。
fumiko_yamamori,山森文子,每当你和潜袭者展示秘密花费的信用点时，如果你和潜袭者花费了不同数量的信用点，造成1点肢体伤害。
funhouse,欢乐屋,"当潜袭者遭遇本防火墙时，终止本次潜袭，除非潜袭者拿取1枚锁定标记。
[subroutine] 给予潜袭者1枚锁定标记，除非其支付4[credit]。"
gabriel_santiago_consummate_professional,,
gachapon,扭蛋机,[trash]<strong>:</strong> 将你的存储栈顶端的6张卡牌置于一旁。你可以从其中安装1个程序或<strong>虚拟</strong>资源，其安装费用减2[credit]。将剩余卡牌中的3张洗入你的存储栈，然后将余下的卡牌移出游戏。
gagarin_deep_space_expanding_the_horizon,加加林深空: 开阔视界,作为读取远程服务器内一张卡牌的额外费用，潜袭者必须支付1[credit]。
galahad,加拉哈德,"当潜袭者遭遇加拉哈德时，你可以从总部展示最多两张<strong>圣杯</strong>防火墙。本次潜袭的剩余时间内，加拉哈德按你选择展示防火墙的顺序获得它们的子进程。
[subroutine] 终止本次潜袭。"
game_changer,,
game_day,比赛日,"作为打出本事件的额外费用，花费[click]。
如果你操控器中的卡牌数量少于你的手牌上限，补卡牌直到你操控器中的卡牌数量与你的手牌上限相等。"
game_over,游戏结束,"只有潜袭者在其上回合窃取过议案时，才能打出。
选择一种潜袭者卡牌类型。销毁所有已安装的该类型的非<strong>破解器</strong>卡牌。对每张将要因此被销毁的卡牌，潜袭者可以支付3[credit]，以防止其被销毁。
拿取1枚负面声誉标记。"
gamenet_where_dreams_are_real,游网: 美梦成真,每当一项公司卡牌能力导致潜袭者在潜袭中花费或失去至少1[credit]时，获得1[credit]。
gang_sign,帮派标志,每当公司用一个议案计分时，从总部读取一张卡牌。
ganked,偷袭！,"在潜袭者从研发中心读取本升级的期间，其必须展示之。
当潜袭者读取本升级时，你可以销毁之，以选择一层保护本服务器的已激活防火墙。潜袭者遭遇该防火墙。"
garrote,绞刑,"1[credit]: 破解[credit]警报</strong>子进程。
1[credit]: 强度+1。"
gaslight,煤气灯下,当你的回合开始时，你可以销毁本资产。如果你如此做，从研发中心搜寻一个事务并展示之。<em>（在搜寻研发中心后将其洗混。）</em>将该事务加入总部。
gatekeeper,,
gauss,高斯,"当你安装本程序时，其在本回合剩余时间内强度+3。
对接 → <strong>1[credit]:</strong> 破解1条<strong>屏障</strong>子进程。
<strong>2[credit]:</strong> 强度+2。"
gbahali,,
gebrselassie,,
gemini,双子座,[subroutine] <trace>追踪 2</trace> 如果成功，造成1点网域伤害。如果你的追踪强度等于或大于5，造成1点网域伤害。
gene_conditioning_shoppe,基因整修专柜,<strong>基因</strong>在每回合第二次满足其触发条件时也触发。
gene_splicer,,
genetic_resequencing,基因重测序,当你用基因重测序计分时，你可以放置1枚议案指示物到你分数区中的一个议案上。
genetics_pavilion,基因学馆,潜袭者在他/她的回合不能补多于两张卡牌。
genotyping,,
