id,flavor
26023,网域漫无边际，但是正确的访问端口值得驱车一游。
26024,纸上得来终觉浅，绝知此事要躬行。
26025,管理员的眼前闪烁着走马灯……
26026,"“我们赖以生存的东西很简单，其中最重要的是心怀感恩。”
—拉特"
26027,“……那么请让我为君落笔作画。”
26028,沿着屋顶的管道一路爬行，直到你抵达那老旧的网络根源。我知道这又脏又累，但是总好过循规蹈矩。
26029,我可没说你的飞跃车是拖拉机。我说的是，它<em>像</em>是要被拖走的垃圾。
26030,"“公司也是由人组成的，就是一群朝六晚六的普通上班族。应得的真相加上适时的批判，他们自会前来赎罪。”
—拉特"
26031,反射，而不是模仿。
26032,"“早期的成功应该受到奖赏，这有助于形成以自我驱动和竞争为核心的企业文化。”
—傻瓜都能看懂的企业领导概论"
26033,该单位在全部三个指令逻辑陷阱悖论中表现出.78阿莫西夫的潜在压力指数。已指令在下一次维修中加入精神诊断。
26034,在纳米机器人切割玻璃的微观尺度下，量子效应使得误差在所难免。这里一个硅原子，那里一个氧原子，不知何处又冒出来一个铒原子。所以啊，生化人也是生来独一无二的。
26035,身经百战的战士见识过所有阴谋诡计，要么去强推，要么被摧毁。
26036,哈斯居然赶在风暴来临前把他们所有未受保护的服务器都进行了加固。他们的生化人先知已经这么先进了么？还是说有人通风报信？
26037,并非所有的秘密都躺在密库里。
26038,网络憎恨真空。所有不合条理的间隙都是有人<em>刻意为之</em>。
26039,刨根究底。
26040,
26041,"“‘这是我的天性啊。’蝎子说道。”
—生命伦理与合成道德概念框架，莫泽大学出版社"
26042,兵部是保卫我们身心的先驱。
26043,"“记忆是情绪织线的牵引纠缠。只要牵住其中一根，它就会把第二根带出来，连绵不断！”
—莉希亚·次代"
26044,
26045,
26046,
26047,"那些睿智设计师因为青铜低端局的哀声载道把加农炮速攻削弱了。害得我在决赛中连丢四局。
嘛，虽然我还是赢了。"
26048,
26049,只需订阅全年份，即可享受尊贵抢先体验版！
26050,你是第十亿名的幸运访客！
26051,尽管在21世纪早期有很多国家试图监管虚拟战利品宝箱，游网却用了一些手段巧妙地避开了这些法律限制，比如公开透明的宝箱爆率……以及一群锲而不舍的游说者。
26052,“这活管饭，对吧？”
26053,现在一片漆黑。我估计你应该是当了巨魔的甜点。
26054,闪橙爆率↑！↑！↑！起充10包即送夺命汤米枪[史诗]与细纹套装[装饰]！
26055,正如文件所示，他们的财务运作已经独立运行了足有八个月。我们同样对如此重大的疏忽感到震惊，并且一定全力配合支持市政厅的调查。
26056,"“无人机是高精度仪器。所造成的意外伤亡都是些没明说的目标。”
—“死钳”·威尔森队长"
26057,"“总有某些人间关怀，是安卓人永远无法取代的。”
—米拉·布劳恩"
26058,先做出选择。然后波函数坍缩。
26059,高效，廉价，耐用。三选其二。
26060,
26061,"控制服务器。收容感染。保护数据。
—技术安保准则"
26062,
26063,此次轨道断裂事故与其他危机并无二致。一如既往，管理层的第一反应是先找一位背锅侠。与保住自己的饭碗和主管的面子相比，把食物送到中途站或者把氦-3送往地球的医院都是些无关紧要的琐事。
26064,"“有赖于诸位的慷慨解囊，空梯管理局已经在太平洋沿岸上种植了超过八百万棵树。让我们协作起来，一起重现新洛杉矶的往日荣光。”
—伊丽莎白·米尔斯"
26065,
00005,过往即未来。
00006,“这场战争远未结束。”
00007,
00008,
00009,
00010,
00011,
00012,
00013,
12041,
12042,
12043,
12044,
12045,
12046,“谁说你不能把新伎俩教给老破解器？” —精神0袖
12047,
12048,
12049,
12050,
12051,
12052,
12053,
12054,
12055,
12056,
12057,
12058,
12059,
12060,
11041,
11042,在绝境中，良知或使你变得可怕。 —奥马尔·姜，《闪点》
11043,
11044,可汗的虚拟形象抬起手臂，猎禽跃起飞向空中。
11045,我的头脑是解放我心智的钥匙。
11046,“直播，零过滤，无审查：这里是默库尔网台，今晚的广播到此结束。注意安全，新洛杉矶。”
11047,所有生化人都受三指令的约束，但理论上一个生化人可以有任意数量的核心指令。甚至是零。
11048,“上周，我过马路只为躲开她。今天，她将我从瓦砾中救起。这让我反思坏人究竟是谁。”
11049,在战场上，我带走一半的亡者。
11050,“如果你住在场外，请向建筑人工智能咨询临时住房。封锁期间，我们很遗憾场外的亲属不能与你在此会合。”
11051,“等一下。我根本就没养猫。”
11052,
11053,当你的身份被打上基因档案的标注，其实也就不存在“隐私”了。
11054,人性向善。
11055,“她曾经在我的拆卸店为我打工。现在她赚的钱比我还多。” —麦弗逊
11056,观察很有趣，但它只是一道开胃菜。
11057,
11058,游戏结束。
11059,
11060,该事件如今被称作“水塔惨案”。一直没人被控诉，也没人知道是谁给对此事负责的私卫付了酬金。
04081,"喜悦的瞬间。成功的感觉。决意的确信。
接下来呢？"
04082,给数据放血是艺术更是科学。放多了你会拿到通向死亡的单程票，放少了你还不如去潜袭一个空服务器。
04083,坚持你的计划，你会没事的。坚持计划。
04084,“如果你需要更有经验的人，来找我。” —侧影
04085,专注精神的力量是一种超越理解的力量。
04086,“对一个作出如此激动人心的产品的公司来说，赛博方案真是一个乏味的名字。他们的内存芯片内部有相当复杂的东西，并且我经常听说有关他们人机植入体的好消息。我甚至还听说他们大约一年前已开始着手打造自己的安卓人。不管还会发生什么我都想知道。” —凯特·“麦克”·麦卡弗瑞
04087,起源…
04088,…和终结？
04089,
04090,蓝色一级许可并不存在。就算它存在，你也没有许可知道它。
04091,
04092,
04093,“数字战争”是信息的战争，而在信息的战争中，预先警告和致命一击同样优秀。 —迈克尔·穆哈马，《数字犯罪沉思录》
04094,他慢慢地启开盖子，短刀在暗光下闪闪发亮。主管示意了一下刀刃。看来这次会面就此结束了。
04095,
04096,“它可以变成一个很棒的过山车，假如你药嗑得正合适。” —噪音
04097,地理战略研究及新热能研发实验所
04098,“我警告过你了，这个漏洞会打补丁。”
04099,地新研发所冶炼厂处理着在液压流程中开采出的各种稀有元素。
04100,
10096,
10097,毁灭者。
10098,“他们听不进去，所以我们只好调高音量。”
10099,
10100,
10101,
10102,
10103,“如果敌方把控了战场，改变战场。” —《战术手册》
10104,“现场特效可贵了，但很值得。就为这一个画面，我得弄碎十七个特技生化人。” —导演帕瓦蒂·卡普尔
10105,它们吃我们，我们吃它们，这循环永不停息。 —奥马尔·姜，《闪点》
10106,
10107,我们知道你想要什么。
10108,那些戏服并不是绝对必要的，但它们能提升虚拟演员与复感影星的表现。
10109,
10110,孟巴德的娱乐之都。
10111,
10112,“政府班子的更替意味着我们要重新疏通关系了。开始干活吧。”
10113,合理地利用自由职业者可以提高效率并为公司免除法律后果。这就是他们所谓的“共赢”。
10114,“适者生存”太过时了；在金融界，“大者生存”。 —奥马尔·姜，《闪点》
06041,创生于哈斯生化脑数据库里数以百计最智慧人类的脑扫描图之融合，它的威力只受限于自身想象力不足，或者是使用它的管理员的想象力不足。
06042,伊莱莎的寻欢所是月球上顶级酒色的主要提供商，这归功于它的寻欢生化人模型和其他新奇的玩意。美梦皆有价位。
06043,有人相信九尾狐是天使的化身。于是有人随之而去，发现了她的秘密…
06044,该港最初的建造目的，是作为一个倾卸危险重罪犯的边远地区。
06045,有报道称星际港辉夜存在恐怖分子威胁。任何提供图中人士目前下落信息者，新洛杉矶警察局将给予奖赏。该嫌疑犯被认为是极度危险的，现持有一台掌上面板和便携式设备。
06046,
06047,
06048,要是没有位于阿格鲁姆海角的加加林设施，火星就永远不会被殖民。
06049,讽刺地说，那些想要消除某种记忆的人们付不起费用，而那些付得起的—好吧，他们忙于啜饮梦醑。
06050,
06051,他即挥舞英勇利剑之士。
06052,“我们为何要做自己基因遗传的奴隶？”
06053,所有过于轻率以致碰见它的管理员都倒大霉了。
06054,直接从月岩凿刻出来的道阁酒吧，是个广受蓝领贫民及游访贵族欢迎的地点。一个你能找到自己追寻之物的场所—假如你知道要找谁，且不为精力旺盛的舞者们分了心去。
06055,
06056,“我可以给你弄到任何东西，并保证是城内最优价。”
06057,“如果你看起来人如其表，人们就会几个时辰或是几年都不会注意你。只有当你显得格格不入时，事情才开始变得不同。” —流亡者
06058,曾经有过好几次建立“普世教会”的尝试，要将全人类的信仰同和为单一、和谐的整体。当然，讽刺之处在于每个新的“普世教会”又都是全人类共享的宗教体验中的又一次分裂。
06059,
06060,"“这位是瑞秋·贝克曼。她的职责是保住人们的性命。”
瑞秋笑了。“仅当我的职责不是杀了他们的时候。”"
12081,
12082,
12083,
12084,
12085,
12086,
12087,
12088,
12089,
12090,
12091,
12092,
12093,
12094,
12095,
12096,
12097,
12098,
12099,
12100,
02101,
02102,
02103,数据逆流，简称DLR，是个解决单向问题的双向对策，但这其实是个误称。实际上它并没有逆转数据，只是向初始来源建立了一条平行的点对点连接。
02104,你相信有仙灵吗？
02105,"“我们始终乐意提供帮助，圣地亚哥先生。”
“非常感谢，李先生。”
“我们会保持联系，另外，加布里埃尔…”
“怎么？”
“不要离开城市。”"
02106,隔段时间来一次小小的公司重组是有必要的。
02107,在你自己桌上工作的效果最好。
02108,
02109,“新洛杉矶是现代文明的瑰宝，其政府让他国羡慕不已。” —市长威尔斯
02110,“这违反了规则。创造者会发怒的。”
02111,以豪华飞跃车和美味酸泡菜而闻名。
02112,“我会为您服务…一阵子。”
02113,“看起来有人不听话…”
02114,*可能有部分限制条件，扫描本卡牌以发现更多讯息。
02115,
02116,
02117,一道亮光绽放，随后控制台熄灭。这时她闻到了烟味。
02118,他们被称为专属不是没有原因。
02119,“如果非要我用一个词描述这虫子，那将是'他X的烦人'。” —魔术师
02120,有许多方法可以赢得公司大战。其中一种是拿出火箭炮。
05001,演化新生。
05002,尽善尽美。
05003,
05004,
05005,“你不会感觉到它。也不会有别的感觉，就此而言。”
05006,
05007,
05008,
05009,雪白粉刷的墙壁消失，出现一座漂亮的禅院。这都是幻想，但它是令人舒适的幻想。
05010,
05011,
05012,由于战争后城市的迅速扩张，天马克隆体成为人间会社第三热销的生产线。他们无与伦比的反应速度、安全性以及准时性，使他们成为航运和交通业务的首选产品。
05013,
05014,“我们齐心协力，几乎从这个星球上消除了自然疾病。但全新的人造疾病—还有生物恐怖主义的幽灵，让我们必须继续前行。”
05015,
05016,受困于自己的世界，麻痹的潜袭者甚至无法退出。
05017,
05018,汪汪！
05019,当你被锁在自我意识的城堡里时，要小心你将打开的每道门。
05020,赛博空间的某些区域由单独的数字存在体支配着。潜袭者称它们为“神祗”，只有奇迹才能救那些蠢到闯入它们地盘的人。
05021,如果去日本，你往往逃不出新东京无限蔓延的城区。
05022,半藏被称为赤女，她因保护服务器的手段残忍而声名狼藉。
05023,
05024,他的视野角落边缘闪出一道亮光。他感到一次重击，令赛博空间里的操控器松脱了。蜘蛛讨厌这样。他通过入侵内部服务器，应该略过了外层的防火墙。又一次重击，他的整个形体都随着轰隆的波动而震荡。他绝望地去摸自己的手里剑…
05025,国家数字安全武装部发布的年度防火墙评估会比较防火墙的规模和维护费用，始终将高分给予那些相对效果最强烈的防火墙。批评国家数字安全武装部的人则指出，登出率才是判断防火墙的最重要指标。
05026,雅豆的销量即便在最偏远的市场里也得到了令人瞩目的增长。
05027,职员们越是长时间不看末日计时钟，他们的脑海越是充满钟声的侵扰，而匆匆一瞥则只是强化他们已知晓的事情：时间紧缺。
05028,“真相是一个善变的情妇。”
05029,“努力跟上。”
05030,“别浪费我的时间。”
05031,工作的效果取决于它最薄弱的一环。真要感谢琼斯女士永远那么准时。
05032,天马克隆体擅长多线任务，它们的大脑专门定制为并行处理方式。
05033,克隆体惊讶地看着红夹克的男子。这就像是在照镜子，只是镜子里的人看起来…很酷，很自信，很有性格。
05034,斯特林穿过了一层张牙舞爪的防火墙，进入服务器。他赤手空拳…或者只是看起来这样。
05035,“我只通过熟客介绍来工作，并且是预先收费。如果你看重结果，这些收费很公道。” —侧影
05036,
05037,
05038,快车很喜欢图书馆。终端很烂，但防卫则更烂。他通过无线方式将自己的个人混合代码载入并开始复制驱动器。仅需要几分钟，又一台僵尸电脑将会出现在赛博空间边缘。
05039,
05040,裂口彼端的草更加翠绿。总是如此，也总会有另一个裂口。
05041,在赛博空间里改变外貌很容易，但仿造一个高质量的渲染器就不那么容易了。
05042,
05043,贴壁苍蝇的数码等价物。
05044,试试来抓我呀！
05045,如果速度是精髓，那么一般情况下，最好是和防火墙进行间接的遭遇。
05046,只要你拥有合适的文件，没有什么是绝对安全的。
05047,
05048,她就像李先生所说的那么厉害。核心机器不到24小时就被攻破。如果一个自由职业者可以做到这样，那这个服务器显然没准备好对抗加加林军团的那些受雇于公司的潜袭者。
05049,“乌鸦为什么像写字台？”
05050,"她跳回自己的飞跃车。“我现在算你的家人，所以不准惹我，懂吗？”
他吐掉嘴里的电子烟然后点头，他到底给自己找了个什么的麻烦啊？"
05051,“欢迎进入集群安装向导！本向导将指引您将一大堆程序安装到您那几乎肯定不够大的基地里。如果您准备好，请说—哎呀，太迟了，我们开始吧！”
05052,量子计算的核心问题之一，是让系统能够隔绝外界参数，以避免退相干效应。量子相干芯片是一个，尚不完美的，解决方案。
05053,
05054,“最适合藏身的地方就是在众目睽睽之下，你不觉得吗？”
05055,每周四下午，你可以在公园里找到正在玩双陆棋的多奈特。你想引他注意的话，花费永远不变：一杯咖啡和一个甜甜圈。这会让你能坐在双陆棋桌边，然后你得在他杀败你之前谈妥生意和价码。
02081,你必须大叫“增幅”来让它完全生效。
02082,"群来欢呼，慎敬！慎敬！
何比目之凌光，散发而飘扬！
众当拥戴，恭维三匝于周遭
闭目以听，诚恐诚惶
彼曾啜得，罡蜂之甘露
更饮仙醪，汲天河于滥觞！
—塞缪尔·泰勒·柯尔律治"
02083,“我最擅长潜袭。”
02084,她偏爱在夜总会谈生意。灯光和舞女，会干扰与她见面的公司傻帽们的判断力。
02085,如果你没有内线帮忙，就找一个喜欢桌面饰品的内部人员。
02086,
02087,她看着电脑面板。我看着我的设备。灯光昏暗。爵士乐轻柔。爱情绽放。
02088,你真的还需要一个？
02089,“小蜘蛛爬呀爬，爬到数据水管上…” —混沌希尔瑞
02090,早期海怪的阵势表明它们是群饕餮无厌、吞噬冰墙的怪物。至今没什么大改变。
02091,“你并不是新洛杉矶唯一的一类潜袭者。”
02092,
02093,又称“开发者地狱”。
02094,“这防火墙太扯了。” —精神0袖
02095,不管看起来如何，北斋网阵是人间会社最声名狼藉的研究设施。
02096,嗅嗅。
02097,屏幕一个接一个，密切关注全世界。
02098,你已经不再在堪萨斯了。
02099,“一次性完成工作才可谓正确地完成工作。”
02100,“有点像个变位词。” —设计师菲尼克斯
11061,“趁你的对手脆弱时，出击。倘若你按兵不动，对方就将变强。” —《战术手册》
11062,奥马尔每周都要用掉四五个键盘，它们全都来自不同年代。
11063,
11064,“盘旋高飞，赛博空间的所有特征尽展眼前。”
11065,“以前我运送兴奋剂和虚拟复感作品，常见的东西。我是个败类。现在我运送水。我特么成了英雄。”
11066,“我可没有袖藏妙计…”
11067,“我经常在那里面发现有趣的事物。只是它们并非我要找的东西。”
11068,个人魅力须胜过道具。
11069,“把这个带给网络犯罪部的伊内兹·德尔加多。别给其它人。”
11070,“危机期间，星光冥想室向所有避难者免费开放。”
11071,“我远程遥控生化人去巡逻，以让他们看到痛苦的真实模样。” —特工瓦尔基里
11072,
11073,“和极道会的联盟真的看起来很奇怪吗？他们都是可敬的商人，包括女商人，就像我们一样。” —新洛杉矶防卫队长，木村凛
11074,“不要抬头，不要停下，尽量不要引起注意。”
11075,
11076,"Falstaff-337B; decrypt-ok; loc：0.258500,-79.920791 -ok; auth-ok; msg：KAR杀伤权限请求中 y/n?"
11077,
11078,
11079,热战即将爆发的时候，审慎的做法应是先开枪。
11080,“场地安全。你可继续。”
10001,“虽然反企业运动有过诸如红袭浪潮的先例，但新的这次不一样。它是有组织的。” —拉梅什·古普塔，《世界一体经济》
10002,
10003,最厉害的戏法不是戏法本身，而是让人相信它并非戏法。在普通管理员看来，这是魔术。而对普通潜袭者来说，这是少数人的行业机密。
10004,
10005,要吓唬住一只猫鼬是天底下最困难的事情，因为他从鼻子尖到尾巴梢都充满了好奇。所有猫鼬的家族格言是：“快去看看是怎么回事。” —鲁德亚德·吉卜林，《里基-蒂基-塔维》
10006,“镜像模式开启。”
10007,
10008,“基础知识就像你小时候听到的那些故事—未曾察觉也不会忘记，却在最不经意的时候突然有了意义。” —精神0袖
10009,“人制造一件有用之物是可以原谅的，只要他不爱上它。人创造一件无用之物的唯一借口是：他热爱着它。” —奥斯卡·王尔德
10010,自其殿堂诞生出软件工程师的大军团。
10011,“我不要飞跃车。我甚至从未拥有过一辆。但每次我接入潜袭，那该死的广告又在加载。” —2x虎
10012,
10013,只有尊重过去，我们才能建设更美好的未来。
10014,
10015,“一项有两个或三个小时的新资产。如果卖不出去，剪掉然后继续。”
10016,
10017,“在你有东西可炫耀之前，别急着剪彩。” —全球扩张项目副总裁，埃塔·沙阿
10018,智者浅知。
10019,“现在我们看到的是北极熊，曾是地球上最大的陆生食肉动物。”
21101,
21102,
21103,
21104,
21105,
21106,
21107,
21108,
21109,
21110,
21111,
21112,
21113,
21114,
21115,
21116,
21117,
21118,
21119,
21120,
23001,<champion>由2017年欧洲锦标赛冠军Mike Sheehan设计</champion>
23013,<champion>由2017年GenCon锦标赛冠军Sam Suied设计</champion>
23045,<champion>由2017年世界锦标赛冠军Jess Horig设计</champion>
23054,<champion>由2016年世界锦标赛冠军Chris Dyer设计</champion>
23027,<champion>由2015年世界锦标赛冠军Dan D'Argenio设计</champion>
23011,<champion>由2016年GenCon锦标资冠军Dan D'Argenio设计</champion>
23100,<champion>由巨作第1日A组玩家设计</champion>
23101,<champion>由巨作第1日B组玩家设计</champion>
28001,<strong>由2017年欧洲锦标赛冠军Mike Sheehan设计</strong>
28002,<strong>由2017年GenCon锦标赛冠军Sam Suied设计</strong>
28003,<strong>由2016年GenCon锦标资冠军Dan D'Argenio设计</strong>
28004,<strong>由2017年世界锦标赛冠军Jess Horig设计</strong>
28005,<strong>由2016年世界锦标赛冠军Chris Dyer设计</strong>
28006,<strong>由2015年世界锦标赛冠军Dan D'Argenio设计</strong>
04041,“分析棋局没有帮助。你错就错在以为我们在进行同一盘游戏。”
04042,
04043,“机动作战”理论倡导让敌人猝不及防。它在赛博空间和现实世界一样有用。
04044,
04045,洞察是战斗成功的一半，但只是简单的那一半。
04046,借助现代化的助理，数据可以在没有人脑介入的情况下被过滤、分类、标识，甚至出售。实际上，考虑到一次成功的潜袭中会有数以泽计字节的数据涌入基地，人脑用户可以被视为无用的摆设。
04047,网阵的核心。一个炫目的光球，能量充盈，火焰熊熊。黑暗领域里唯有数据的字节闪烁着。从未有黑客敢接近这核心，除一人外。他归来时带着闪耀的代码，带着由核心之焰点燃的火炬。赛博空间不再黑暗，精神0袖的传说诞生。
04048,外表是会骗人的。
04049,"“弗林特？他是个废物。无能、酗酒，还浪费部门的时间和金钱。” —新洛杉矶警察局警探路易斯·布莱恩
“我的私人调查员列表上最棒的警探之一。” —新洛杉矶警察局长官理查德·哈里森"
04050,就算是虚拟的球，如果不说“前面当心！”也会被认为不礼貌。
04051,我不是来玩游戏的。游戏结束了。
04052,“我看到一个读数，它…超出了记录。不，它碾压了记录。这也记为超出，对吧？”
04053,
04054,它的美丽一如它的危险。而它极其危险。
04055,谁来监视监视者？估计是另一个摄像头。
04056,
04057,快速念出来。
04058,
04059,它受压即折。
04060,“他们是唯一比克隆体便宜的劳动力。”
11081,事实永远就在表象之下，然而没人愿意知晓真相。 —奥马尔·姜，《闪点》
11082,“切莫逗留过久，以免招人厌烦。” —安德洛墨达
11083,她在潜袭中分析与适应的能力近乎超自然。
11084,选择只是一种幻觉。
11085,“在幻术和潜袭中，它都是最基本的要素。两种情形下，它都应该是你最先掌握的技能。” —艾丽·“浓烟”·斯科娃
11086,“原本认为，冲突区周边的网络破坏能对该现象产生干扰。显然，情况恰恰相反。” —信网同步分析师，荷西欧·葛林
11087,这是我的USMC-XOB32。虽有很多相似的，但这一个是我的。
11088,“她骑着大铁臼，以杵驱驰，边飞边用扫帚拂去留下的痕迹。” —《美丽的瓦西丽莎》
11089,
11090,在派遣航母编队实施禁飞区之前，朋友会向他们的朋友发出预警。
11091,
11092,
11093,
11094,//连接终止
11095,真理如阳光普照。
11096,“保持冷静是拿不到报酬的。”
11097,
11098,在地狱里有个特别的位置，留给第一个在赛博空间布雷的人。
11099,步履响叩，巨棒在手。
11100,“让上街的平民都离开。不许再有间接伤害。” —道恩警监
33001,等待不解决问题。危机就在眼前；选边站吧。
33002,"我们都一无所有
安卓人也是战友
再不歇就要怒吼
老杰克听到没有？"
33003,我们可以改变世界，只要我们乐意以被改变为代价。
33004,反应式植入体会收回我们倒下同志们的记忆。他们的牺牲将成为我们的护盾。
33005,三寸之舌，强于百万之师。
33006,
33007,他缄默不语，但我清楚他想从我这里得到什么。
33008,“作为工会代表，有时需要采取更加……直接的行动。”
33009,星星之火，可以摧毁数以亿计的信用点……也可以燎尽蹂躏我们世界的腐朽。
33010,一切都在折叠，反复折叠；合二为一。
33011,缺陷中同时蕴藏着美和机遇。
33012,聆听的最佳时机，就是他人聆听你之时。
33013,姥姥会感到自豪的。
33014,以最轻微的点触，盗取信用点。
33015,
33016,让我来给你翻一块地毯、一条鱼、一段神奇的故事……
33017,细粉咖啡的丝滑，焦糖的香气，火焰的温热。这是我永不忘怀的每日仪式。
33018,"“用眼睛去瞄准。用意识去射击。用灵魂去破解。”
—幻日"
33019,后退一步。寻找掩护。前进两步。如此反复，安全永驻。
33020,如果我们能从我们的安卓人表亲那里学到些什么，那就是没有通向完美的捷径。做决策前请三思。
33021,海洋是万物之源。海洋的呼吸必须保持纯净和健康。
33022,
33023,
33024,伊迪才不管那些嘈杂的声音。只要能待在主人旁边，她就感到心满意足了。
33025,
33026,
33027,在网域空间中，可以根据需要操纵有形空间，而防火墙的开发很少会考虑到流体动力学。
33028,“为首的是他，然后是斯镐特、琼斯、帕克、布卡、斯奎、布茨……你懂的。”
33029,"“我们为什么会在这里？除了我们，还有其他人会进行这些独立测试吗？”
—帕德玛"
33030,每艘船都是一户人家，而每户人家都需要一颗心脏。
33031,对于有史以来最发达的人工智慧而言，古代悖论只不过是儿童故事。
33032,"“午夜-3型生态屋散发着诱人的温暖，掩盖了内部支离破碎的承诺。等待着你的是契约奴的生活。”
—幻日"
33033,"“崭新的住宅、安全的工作和友善的邻居，这些承诺将会吸引成千上万的生态难民，无论他们来自世界的哪个角落。”
—图勒员工手册"
33034,"在人类技术员无法达到的深度，的里雅斯特型代理生化人能够以无与伦比的精度操纵思维空间。
<strong>由2019年世界锦标赛冠军Oliver “Pinsel” Siccha设计</strong>"
33035,"终止本次潜袭。
终止本次潜袭。
終止本次潜袭。
终止本次潜袭。"
33036,
33037,网络带来指数增长。
33038,<strong>由2018年北美锦标赛冠军Sam Suied设计</strong>
33039,某些测试需要非常<strong>特定</strong>的条件。
33040,"“尊敬的客人们，在本次展示中您将看到，灭绝，如今已经变成了一个暂时性状态。”
—万象·基林"
33041,毫秒之间，猎物与海水一同被吸入。
33042,<strong>由《北极光》循环游戏测试员共同设计</strong>
33043,空灵的美，交织着最优雅的毒素。
33044,数字垃圾是它们的食物，而你永远不应该站在一只蛮物和它的食物之间。
33045,请勿践踏海草。
33046,一生万物。
33047,病毒、潜袭……对它们而言，一切都是食物。
33048,政治新闻，面向大众。
33049,趋势线持续走高……直到我们不再需要它走高。
33050,唯一在变的是制服款式。
33051,"“转告一声，德拉戈主管想找他们谈谈。”
<strong>由2019年欧洲锦标赛冠军Aaryn “Drago” Byrne设计</strong>"
33052,他们说只抓一把，但却没说他们的手有多大！
33053,昔日的威名如今已成秋毫之末。他们的遗产已碎如烟尘，被一扫而空。现在，我们才是真理的裁决者。
33054,完成女巫安排的任务是小事一桩，因为瓦西丽莎有妈妈给她的魔法娃娃。
33055,“进门前请卸下录音设备！”
33056,横跨鄂毕河两岸，这座大都市寄托着对美好明天的希望。
33057,报价与否，尽皆取之。
33058,"“不必担心，董事们，防卫所随时愿意派特工去协助进行激进的资产重新分配。”
—雅科夫·阿夫达科夫"
33059,无论你占有了这片土地多久，你最好希望这地底下没藏着些值钱的宝贝。
33060,
33061,迷惑潜袭者，让他们看不透我们的真实意图。
33062,几百年的军事战术凝聚成单一的实体。
33063,不要放过任何有价值的东西。
33064,<strong>由2020年亚太锦标赛冠军Eric Keilback设计</strong>
33065,确认。接触。诱捕。反间谍活动一向如此。
32001,
32002,
32003,
32004,
32005,
32006,
32007,
24001,
08081,“你可曾注意到事物在不断地循环？现在很酷的东西以前就很酷。这就是我全都有备份的原因！” —太空喵公主
08082,在其问世之前就知道了一切，你不反感吗？
08083,“只是一堆给观光咖的仿货。真正的策划药品可不会在街上开卖。”
08084,“我告诉过你要把我的号码弄丢！”
08085,一旦你在网上出了名，你的生活就不再属于自己。
08086,“我的沙鼠都能写出更好的剧本。”
08087,“是呀，我们知道她究竟在哪儿。只需打开私事热！”
08088,“这是我们史上翻版最多的资产。干得好，诸位。”
08089,
08090,我警告过你了。
08091,
08092,你的幻想之乡。
08093,
08094,就像致命行动3，只是有更多爆炸。
08095,
08096,
08097,
08098,
08099,有时公司得放弃计划，但那并不意味着他们不能从中牟利。
08100,"外景. 堪萨斯 - 白天
桃乐茜（米兰达）眺望着地平线。
突如其来的一阵风撩起她的发丝。气浪扫过的大草原上，不祥的雷雨云正在迫近。
桃乐茜：要是我不再在堪萨斯就好了。
她开始哼唱一段令人难忘的旋律。"
04001,“尽管哈斯生化夸下海口，不过生化人叛乱并非不可能。只是这非常危险。” —噪音
04002,
04003,
04004,
04005,原理很简单，水滴病毒会从他们的账户把资金碎片吸入你的账户。
04006,“一开始我是为别人设计的这个，但它太好用了，所以我决定自己留着。” —凯特·“麦克”·麦卡弗瑞
04007,“如果这防火墙想得到自由呢？” —芮尔·“姬特”·佩德拉
04008,正常的人—理智的人—是不会从事数字犯罪的。谁能说清是什么驱动着疯狂的头脑？想象中的被轻视，归咎于外因的个体挫败，抑或是对金钱永无止尽的渴望？ —迈克尔·穆哈马，《数字犯罪沉思录》
04009,“我整天都在线和这些妞儿们聊呢。别担心，关系很清白，我保证。”
04010,谁想开战？
04011,次级方案的防火墙产品是一套让入侵者望而却步的安全防火墙，为您提供慧眼之选。
04012,当米兰达·瑞普瑟迪展示出茶具般大小的长颈鹿时，顿时人人都想要一只。
04013,奥秘箱是一个看起来类似数字化谜盒的普通屏障防火墙。特殊的地方在于它能随意地卸载并安装到另一台服务器，在出其不意的位置架起屏障，给予入侵者一种奇特的既视感。
04014,“新闻工作的要诀就是在街头巷尾总能找到更好的故事。很快，他们就会在别处发现热点，然后世界就忘了你。但我并没有忘记。” —教授
04015,“确保我们的产品成为未来消费者们最佳的伴侣和教育娱乐方式，是我的职责。”
04016,
04017,把水灌入深海的地热口会产生大量能量。一种有利可图的副作用。
04018,
04019,您的免费试用已经过期。是否升级到完整版？
04020,“传说中的犬灵是众多'黑狗'神话中的一例，常见于盖尔语和英语社会群体。有意思的是，当它被传播到网上，作为一个程序存在时，它仍像故事里写的那样，继续猎捕着粗心大意的人。” —教授
07001,永世警醒。
07002,飞向群星。
07003,一路向前。
07004,
07005,
07006,暴政扎根之前，必须将民众从中解放。
07007,“相信我，我知道我在做什么。”
07008,“有了分布式系统，重组资产不再损失效能。” —威廉·克努特，《巴贝奇之塔》
07009,“这可是绝无仅有的机遇…”
07010,未来领袖由此起航。
07011,董事会里总有陌生面孔。
07012,系腰撼兮石迸陨。
07013,越光扉兮彼降临。
07014,星荟蔚兮弓满引。
07015,觅矢标兮发必擒。
07016,
07017,“有次我直接通过了一个，它刚开始似乎没有动静。等我退出潜袭，才意识到他们正在突破我公寓的大门。” —瓦伦西娅·埃斯特韦兹
07018,“绝对是咬文嚼字” —防卫项目副总裁，莉兹·坎贝尔
07019,
07020,
07021,"1.1 更新：
-修复了一些稳定性问题。//或许"
07022,“交通就是要命。”
